TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
22.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.828,108.253,-0.009669531728462966,2.96431013629811,-0.02795767438975938,5.143132208028581,-0.2108391010027173,7.395812655071948,-0.6497545248738128,9.519240945317742,-1.4825248413003342,13.260510231509553,-2.3668078571721596,17.225131483254582,-3.1552300694713367,20.302563741000746,-3.5575692080198396,23.626190630081126,-3.703874349310211,26.98674670681795,-4.280813541399041,31.108880219040245
23.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.828,108.278,0.01845166883926863,2.9652793471557928,-0.028404999412434018,5.135907079181367,-0.22957456868668857,7.388587526224734,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.350999117396993,17.211751442840068,-3.137389251832715,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
23.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.828,108.253,0.008618610932833448,2.982774730126332,-0.024455674781479253,5.156096741549959,-0.2108391010027173,7.395812655071948,-0.6512785135076784,9.536166776035728,-1.4825248413003342,13.260510231509553,-2.3668078571721596,17.225131412817746,-3.1552300694713367,20.302563741000746,-3.5575692080198396,23.626190630081126,-3.703874349310211,27.005211300646174,-4.280813541399041,31.108880219040245
24.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.828,108.247,0.016002124828636832,2.9949570625885134,-0.03657628532259283,5.173779134318984,-0.23774585459684738,7.4264595813623515,-0.6583731358066462,9.531423277779924,-1.4911434522331677,13.272692563971734,-2.359170403307152,17.231158904149463,-3.145560537742874,20.314746073462928,-3.566187818952673,23.638372962543308,-3.7124929602430443,27.017393633108355,-4.289432152331875,31.121062551502426
24.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.822,108.247,0.026822618538395515,2.9855196536091686,-0.028041809445493948,5.141773904091108,-0.2292113787197485,7.394454351134476,-0.6498386599295474,9.51788264138027,-1.4826089763560688,13.25915192757208,-2.3576944818817487,17.2222613935149,-3.137026061865775,20.301205437063274,-3.557653343075574,23.624832326143654,-3.703958484365945,27.0038529967087,-4.280897676454776,31.107521915102772
25.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.822,108.253,0.03460406473759359,2.9983242250769333,0.010219828013376508,5.158681702979182,-0.19094974126087783,7.4113621500225495,-0.6218183377122186,9.56137943002373,-1.4626354815584948,13.276059726460154,-2.3377209870841744,17.239169262839805,-3.1170525670682006,20.318113235951348,-3.5376798482779996,23.641740125031724,-3.683984989568371,27.020760795596775,-4.260924181657201,31.124429713990843
25.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.822,108.253,0.0,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.20116956927425433,7.422766718946177,-0.6400849931453498,9.54619500919197,-1.4728553095718713,13.287464295383781,-2.347940815097551,17.250573831763433,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.6942048175817477,27.032165364520402,-4.271144009670579,31.135834282914473
26.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.816,108.24,0.02462073576147028,2.982774730126332,-0.02795767438975938,5.143132208028581,-0.2108391010027173,7.395812655071948,-0.6497545248738128,9.519240945317742,-1.4825248413003342,13.260510231509553,-2.3576103468260143,17.223619767889204,-3.1552300694713367,20.302563741000746,-3.5575692080198396,23.626190630081126,-3.722162491971501,27.005211300646174,-4.280813541399041,31.108880219040245
26.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.309,111.828,108.272,0.029079335605380452,2.98094238628536,-0.018288142661296414,5.170086271902804,-0.21945771193555097,7.404302125117949,-0.6400849931453498,9.527730415363743,-1.463051412903658,13.257578368665058,-2.3480629016212062,17.231657456071748,-3.1455605377428735,20.311053211046747,-3.5478996762913764,23.634680100127127,-3.6942048175817477,26.99523617686395,-4.279425382743209,31.09437600672975
27.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.315,111.828,108.247,0.016002124828636832,2.9949570625885134,-0.018288142661296414,5.155314540490762,-0.21945771193555075,7.4079949875341295,-0.6687098878278224,9.539451386552836,-1.4911434522331677,13.272692563971734,-2.375426468104993,17.237313815716764,-3.1272723950815777,20.296281479634704,-3.566187818952673,23.638372962543308,-3.7124929602430443,26.99892903928013,-4.289432152331875,31.121062481065586
28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.259,0.01075770635474238,2.98119257792537,-0.05486442798388924,5.191908026188802,-0.27432213991943377,7.412695096699208,-0.6869025937094844,9.562712376700388,-1.4813395555649544,13.265971340246317,-2.366228957758848,17.240502209516464,-3.16384868040417,20.319446182628006,-3.566187818952673,23.643073071708386,-3.7124929602430443,27.00362914844521,-4.297713525404506,31.121233572139232
28.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.253,0.004960898684097437,2.9680030691511234,-0.046245886814785475,5.143132208028581,-0.2474154560890336,7.395812655071948,-0.6680427372988391,9.519240945317742,-1.482524911064064,13.260510231509553,-2.350551862138048,17.218976571687282,-3.155230139235066,20.302563741000746,-3.557569277783569,23.626190630081126,-3.7221625617352303,27.005211300646174,-4.28081361116277,31.108880148603404
29.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.247,0.034834564094255116,3.001815356395989,-0.02612595795255479,5.162172834298238,-0.2272955272268029,7.414853281341605,-0.6479228084366084,9.5382815715874,-1.4624049822018332,13.27955085777921,-2.3374904877275133,17.242660323722028,-3.1351102103728357,20.321604367270403,-3.5374493489213386,23.645231256350783,-3.702042632873,27.02425192691583,-4.26069368230054,31.1279208453099
29.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.322,111.822,108.253,0.02438423672421708,3.0046929828770725,-0.018288142661296414,5.165050460779321,-0.23424385498856726,7.430695441344069,-0.649594765937143,9.550022265090448,-1.4681098412792268,13.27690003790871,-2.3408822606458553,17.240894824438023,-3.1455605377428735,20.324481993751487,-3.5478996762913764,23.648108882831863,-3.7124929602430377,27.027129553396914,-4.271144009670579,31.130798471790982
